ID,Type,Utterance,Dialog_Act,translated_Utterance
67_40,T,How about any medical conditions?,ynq,در مورد هر گونه شرایط پزشکی چه می گویید؟
67_41,P,Nothing,yna,هیچی
67_42,T,see or hear things other people can't see or hear?,ynq,چیزهایی را می بیند یا می شنود که دیگران نمی توانند ببینند یا بشنوند؟
67_43,P,No.,yna,نه، نه
67_44,T,Has it ever happened to you?,ynq,تا حالا برات اتفاق افتاده؟
67_45,P,No. Never,yna,نه، هرگز
67_46,T,"do you feel now recently wherever you're at a state where you're cheating too happy, like had a lot of energy and ",irq,آیا به تازگی احساس می کنید در جایی که در حال خیانت هستید، خیلی خوشحال هستید؟ مثل اینکه انرژی زیادی دارید و
67_47,P,"like make mania,",irq,مثل جنون،
67_48,T,like mania? Yeah. Nothing like that. Ever.,id,هیجان؟ آره. هیچ چیز شبیه به این. هرگز.
67_49,T,Has there been any major event in the last month? Or maybe before that did you think might be causing this,irq,آیا در ماه گذشته اتفاق مهمی رخ داده است؟ یا شاید قبل از آن فکر می کردید که ممکن است باعث این شود
67_50,P,nothing Nothing's in there significance happened to make me feel this way,id,هیچ چیز در آنجا وجود ندارد، هیچ چیز مهمی اتفاق نیفتاده که باعث شود من اینگونه احساس کنم.
67_51,T,other than you think would cause depression.,gc,غیر از چیزی که فکر می کنید باعث افسردگی می شود.
67_52,T,"Sherry, I'm going to get you in to see a counselor here. Just take a couple days to get you in. Is that okay? I want to thank you for answering these questions. For me. This has been helpful.",gt,"""شری، من می خواهم تو را به یک مشاور اینجا ببندم. فقط چند روز طول بکشد تا تو را به آنجا ببرم. این خوب است؟ من می خواهم از شما برای پاسخ دادن به این سوالات تشکر کنم. برای من. این کمک کننده بوده است."""""""
67_53,P,Yeah. All right.,gt,آره، باشه.
75_0,T,Does the feeling itself of not being prepared interfere with preparing?,irq,آیا احساس عدم آماده بودن به خودی خود با آماده شدن تداخل دارد؟
75_1,P,"Yes, it's really hard. So like when I'm in the middle of being worried, I'm it's really hard for me to focus. So I can't focus on like what I need to do. Because I feel like my mind is on a lot of different things and I can't focus on you know exactly what I should be doing. It's just like, I'm worried about You know, all the different aspects.",id,بله، خیلی سخت است. وقتی که من در وسط نگرانی هستم، تمرکز کردن برای من بسیار سخت است. بنابراین نمی توانم روی کاری که باید انجام دهم تمرکز کنم. چون احساس می کنم ذهنم روی چیزهای مختلف زیادی است و نمی توانم روی آن تمرکز کنم. شما دقیقا می دانید که باید چه کاری انجام دهم. این درست مثل این است که من نگران همه جنبه های مختلف هستم.
75_2,T,"Alright, so your ability to concentrate and do the hard work of preparing is affected",irq,خوب، پس توانایی شما برای تمرکز و انجام کار سخت آماده سازی تحت تاثیر قرار می گیرد
75_3,P,"Yeah, it's like focus my energy on the right things. I'm just like wasting time worrying.",id,آره، مثل اينه که انرژيم رو روي چيزهاي درست متمرکز کنم.من فقط مثل اينم که وقتم رو با نگران شدن تلف مي کنم.
75_4,T,"Alright, so this excessive worrying and all this interfering of preparing all this goes on right up until you're getting ready to present",irq,خوب، پس این نگرانی بیش از حد و تمام این دخالت در آماده سازی همه این ها درست تا زمانی که شما آماده برای ارائه
75_5,P,Yeah. And then like while I'm presenting,yna,آره. و بعد وقتی دارم ارائه می دهم
75_6,T,so let's talk about that let's go into the actual day a present so we have a successive work coming in it's interfering with your ability but it's distressing for you.,irq,پس بیایید در مورد آن صحبت کنیم، بیایید به روز واقعی برویم، یک روز حال، بنابراین ما یک کار متوالی داریم که در حال ورود است، این با توانایی شما تداخل دارد، اما برای شما ناراحت کننده است.
75_7,P,Yeah.,yna,آره، آره
75_8,T,Now these presentations are in class? ,irq,حالا این ارائه ها در کلاس هستند؟
75_9,P,Yeah,id,آره، آره
75_10,T,So it's you're in you're in the classroom. Do you write the only one to present in that classroom is it rotate through several PV?,irq,پس شما در کلاس درس هستید. آیا شما تنها چیزی را که در آن کلاس درس ارائه می دهید می نویسید؟ آیا آن را از طریق چندین PV می چرخانید؟
75_11,P,"It depends on the presentation. Sometimes there's like one or two other people that have to present that night, depending on like how long the topic is.",id,این بستگی به ارائه دارد. گاهی اوقات یک یا دو نفر دیگر وجود دارد که باید آن شب ارائه دهند، بسته به اینکه موضوع چقدر طولانی است.
75_12,T,"All right, well, let's choose the last time you presented that classes as a template. What was the order to go in there?",irq,خوب، بیایید آخرین باری را انتخاب کنیم که آن کلاس ها را به عنوان یک قالب ارائه کردید. ترتیب ورود به آنجا چیست؟
75_13,P,"Well, the one that I really messed up, I think in that I was first But usually, like, I'm like, second maybe.",id,خب، اوني که من واقعاً خرابش کردم، فکر کنم اين بود که من اول بودم اما معمولاً، مثل، من مثل، دوم بودم شايد.
75_14,T,"Okay. So for this example, let's say you're through the second. Okay, so you're sitting in the classroom and another student is presenting. What's going through mind that?",irq,در این مثال، بگذارید بگوییم که شما در کلاس دوم هستید، در کلاس نشسته اید و دانش آموز دیگری در حال ارائه است. چه چیزی در ذهن شما می گذرد؟
75_15,P,"I feel like I am totally zoned out. Like I'm not even paying attention to what that person saying, because I'm so worried about how I'm gonna mess it up. You know, I'm, I'm starting to like be sweaty, like my hands are clammy, my heart started to race a little bit, and I'm just totally zoned out on what they're doing. Just, you know, worrying about what's gonna happen when I get up there.",id,احساس می کنم که کاملا از کار افتاده ام، حتی به حرف های آن شخص توجه نمی کنم، چون نگران این هستم که چطور آن را خراب می کنم. می دانید، من، من شروع به عرق کردن می کنم، انگار دست هایم مرطوب شده اند، قلبم کمی شروع به ضرب و شتم کرد، و من کاملا از کار افتاده ام. فقط، می دانید، نگران این هستم که وقتی به آنجا می روم چه اتفاقی می افتد.
75_16,T,"So in that moment as you're seated, you're not really watching their presentation as much because you have these strong or somewhat strong physical symptoms. You have your heart racing a bit is sweaty palms. You're zoned out. Have you ever felt the need desire to, like, run out of the room?",id,در آن لحظه ای که شما نشسته اید، به طور واقعی به نمایشگاه آنها نگاه نمی کنید، زیرا این علائم فیزیکی قوی یا تا حدودی قوی دارید. قلب شما کمی تند می شود و دست های شما عرق می کند. شما از منطقه خارج شده اید. آیا تا به حال احساس نیاز کرده اید که از اتاق خارج شوید؟
75_17,P,Yes. It's funny you should say that was a little bit hesitant to mention that but I kind of I do I feel like I need to find excuse to like use the bathroom or I just need to get out of there.,yna,بله، خنده دار است که باید بگویید که کمی تردید داشتم که به آن اشاره کنم، اما من احساس می کنم که باید بهانه ای برای استفاده از دستشویی پیدا کنم یا فقط باید از آنجا خارج شوم.
75_18,T,"Yeah, so what do you feel is most pressuring you to leave the room like what? What symptom?",irq,بله، پس چه چیزی بیشتر از همه شما را تحت فشار قرار می دهد تا اتاق را ترک کنید؟ چه نشانه ای؟
75_19,P,"Um,",gc,ام،
75_20,T,"And what thoughts are going through your mind right then like, so let's take that kind of severe moment. When you're, you're, let's just say still before the presentation, okay? So you're sitting at the desk and your heart rates elevated. And you're not focusing on what they're doing. You're zoned out your anxieties high. What was going through your mind right, then?",irq,در آن لحظه، چه فکری در ذهن شما می گذرد؟ بیایید آن لحظه را به عنوان یک لحظه سخت در نظر بگیریم. وقتی که شما، شما، بیایید فقط قبل از ارائه، باشه؟ پس شما در میز نشسته اید و ضربان قلب شما بالا رفته است. و شما بر روی آنچه که آنها انجام می دهند تمرکز نمی کنید. شما اضطراب های خود را بالا می برد. پس چه چیزی در ذهن شما می گذرد؟
75_21,P,"I think I'm thinking, like, I'm gonna bomb this anyway. So I might as well just, you know, not go through the stress of having to do it. Like I've already in my head, I know that it's going to end badly.",id,فکر می کنم، به هر حال می خواهم این کار را انجام دهم، پس بهتر است استرس انجام این کار را تحمل نکنم، چون در ذهنم این موضوع وجود دارد و می دانم که به بد پایان خواهد رسید.
75_22,T,So you've already failed.,irq,پس تو قبلاً شکست خوردي
75_23,P,"right. So there's no sense in getting up there. And maybe if I don't get up there, you know, I guess it couldn't be any worse. So I might as well just leave",id,درسته. پس هیچ فایده ای نداره که به اون بالا برسم. و شاید اگه به اون بالا نرم، میدونی، فکر کنم نمیتونه بدتر باشه. پس بهتره که برم
75_24,T,Are you embarrassed that the professor or Other students will see that you were really anxious?,ynq,آیا از اینکه استاد یا سایر دانش آموزان ببینند که شما واقعا مضطرب هستید خجالت زده هستید؟
75_25,P,"Yeah, I don't want I figure if I leave and people won't, will just make me think I was sick or whatever. And it'll be a better situation, if I just left then happened to see me up there, you know, sweating and all these other symptoms that I have when I actually get up there, it would be better just to leave before that starts.",yna,من نمی خواهم تصور کنم که اگر من بروم و مردم برنگردند، فقط باعث می شوند فکر کنم مریض هستم یا هر چیز دیگری. و این یک وضعیت بهتر خواهد بود، اگر من فقط بروم و سپس اتفاقا مرا آنجا ببینم، شما می دانید، عرق کردن و تمام این علائم دیگر که من وقتی واقعا آنجا می روم، بهتر است قبل از شروع آن، فقط بروم.
75_26,T,"Okay. So, so better to be thought ill and had to leave because you're saying. ",irq,باشه، پس بهتره که بد فکر بشي و مجبور بشي بري چون تو ميگي
75_27,P,"Yeah, or have them wonder what happened then to just be up in front of everybody, you know,",id,آره، یا اینکه آنها را در تعجب قرار دهند که چه اتفاقی افتاد که فقط در مقابل همه قرار بگیرند، می دانید،
75_28,T,to have a severe anxiety for that buddy. And then they can very embarrassing. That would be a very undesirable outcome for you.,irq,و بعدش می تونن خیلی شرم آور باشن. این یه نتیجه خیلی ناخواسته برای تو خواهد بود.
75_29,P,Right.,id,درسته.
75_30,T,"So as you're debating that thought, because that's coming to your head, and you're thinking I just need to, yeah, gotta get out here. What happens there, so we're maybe What, 15 minutes before we present? So tell me about that. So you have that thought you want to flee,",irq,پس در حالی که شما در حال بحث در مورد این فکر هستید، چون این به ذهن شما می آید، و شما فکر می کنید من فقط باید، بله، باید اینجا را خارج کنم. چه اتفاقی در آنجا می افتد، بنابراین ما شاید چه چیزی، 15 دقیقه قبل از ارائه؟ پس در مورد آن به من بگویید. پس شما این فکر را دارید که می خواهید فرار کنید،
75_31,P,"right. And I'm looking at the clock and saying, you know, like, how much more time in this presentation before I have to go like, should I go? Should I not go? What are the consequences of running out? You know, and kind of playing out, which would be worse?",id,و من به ساعت نگاه می کنم و می گویم، می دانید، مثل، چقدر وقت بیشتر در این ارائه قبل از اینکه من باید بروم، مثل، باید بروم؟ آیا باید بروم؟ عواقب فرار از کار چیست؟ می دانید، و نوعی بازی کردن، کدام یک بدتر خواهد بود؟
75_32,T,Have you ever had to run out?,ynq,تا حالا مجبور شدي فرار کني؟
75_33,P,"Um, once I went to the bathroom to try to, like calm myself down or talk to myself, or you know, like, Cool off my face. Um, but I came back",yna,یک بار به دستشویی رفتم تا سعی کنم خودم را آرام کنم یا با خودم حرف بزنم، یا می دانی، مثلا، صورتم را خنک کنم. اما برگشتم
75_34,T,"and you presented then you presented Alright, so you you survived. One of the more stressful presentations",irq,و شما ارائه دادید سپس شما ارائه دادید خب، پس شما شما زنده ماندید. یکی از ارائه های استرس زا
75_35,P,"Yeah, I almost felt like I was gonna be ill. I was so stressed that day.",id,آره، تقريباً احساس ميکردم که دارم بيمار ميشم اون روز خيلي استرس داشتم
75_36,T,"That was very, very tough on you. What happened on that particular day?",irq,این برای تو خیلی خیلی سخت بود. در آن روز چه اتفاقی افتاد؟
75_37,P,"So typically, like, I go to load my presentation, at this point, like, I have my new cards or whatever, in front of me. I am like, shaking at this point. I am so I don't know if it's scared, or worried or maybe a combination of everything. And I'm just like sweating. My heart is racing. Like I almost feel dizzy. I'm just so stressed out about what's going to happen. And then you know, I'm starting to speak. And then the presentations are usually like 20 minutes or so. Okay, so I have to stay up there for the duration and I'm just like, you know, sweating and then I'm wondering like, are people looking at me or people? Can people see it? You know, am I going to forget something?",id,در این مرحله، من برای بارگیری ارائه ام می روم، در این مرحله، من کارت های جدیدم را در مقابل خودم دارم، من در این مرحله می لرزم، من نمی دانم که آیا این ترس است یا نگران است یا شاید ترکیبی از همه چیز است، و من فقط مثل عرق می کنم، قلبم مثل مسابقه می کند، مثل اینکه من تقریبا احساس سرگیجه می کنم، من فقط از آنچه که قرار است اتفاق بیفتد، استرس دارم.
75_38,T,"So the some of the thoughts are you wonder if they can see how anxious you are you wonder if you're gonna do poorly on the presentation,",irq,بنابراین برخی از افکار شما این است که آیا آنها می توانند ببینند که شما چقدر مضطرب هستید؟ آیا شما در حال انجام ارائه ضعیف هستید؟
75_39,P,"right. Or they think I've been lazy and I didn't prepare, are they going to think that, you know, I'm dumb or I don't know, you know what I'm doing.",id,یا فکر می کنند که من تنبل بوده ام و آماده نشده ام، آیا آنها فکر می کنند که، شما می دانید، من احمق هستم یا من نمی دانم، شما می دانید که من چه کار می کنم.
75_40,T,"So they might, they might think less of you as a person.",irq,پس ممکنه، ممکنه از تو به عنوان يه شخص کمتر فکر کنن.
75_41,P,Right. Or like be judging me. Okay.,id,درسته، یا مثل اینکه منو قضاوت میکنی.
75_42,T,Yeah. So there's a number of concerns that kind of going through your mind in that moment. So when does this start to turn around so you start presenting is 20 minutes you initially get up there and get your presentation up on the The projection monitor. Yeah. When does it start to turn the corner?,id,در این لحظه، نگرانی هایی وجود دارد که در ذهن شما به وجود می آیند.چرا این شروع به چرخش می کند؟ پس شما شروع به ارائه می کنید. بیست دقیقه است که در ابتدا به آنجا می روید و ارائه خود را بر روی مانیتور نمایش می دهید.
75_43,P,"Um, it's depends sometimes I settled down a little bit, but then usually like that, I get some sort of rhythm I think. And then, but then it gets anxiety again until I get my grades. Do you know what I mean? And I'm like, until, because I feel like I'm gonna do poorly. Until that happens when",id,امم، این بستگی دارد گاهی اوقات من کمی آرام شدم، اما سپس معمولا اینطور است، من یک نوع ریتم را به دست می آورم فکر می کنم. و سپس، اما سپس دوباره اضطراب می شود تا زمانی که من نمرات خود را بدست بیاورم. آیا می دانید منظورم چیست؟ و من مثل، تا زمانی که، چون احساس می کنم که من به خوبی انجام نمی دهم. تا زمانی که این اتفاق می افتد.
75_44,T,when you receive the grades.,irq,وقتي نمرات رو ميگيري.
75_45,P,"Sometimes, like she usually doesn't give them that day but like often like the next day or the day after",id,بعضی وقتا، مثل اینکه اون روز معمولا اونا رو نمی ده ولی مثل اغلب مثل روز بعد یا روز بعد
75_46,T,So does that intense anxiety that you're having while you're presenting last all the way?,ynq,پس آیا آن اضطراب شدید که در حین ارائه دارید، تا پایان ادامه دارد؟
75_47,P,now? It definitely like dissipates once I can like go sit down.,yna,حالا؟ قطعا مثل اینکه وقتی می تونم بشینم از بین میره.
75_48,T,"Okay, so so the sort of next big drop off for symptoms would be when you're done with  the presentation",irq,خوب، پس نوع کاهش بزرگ بعدی علائم زمانی خواهد بود که شما با ارائه کار کرده اید
75_49,P,"Yeah, when eyes are maybe no longer on me. They've moved on to somebody else. So I figured like, okay, they forgot about me. I'm safe.",id,آره، وقتی که شاید دیگر چشم ها روی من نباشند. آنها به سمت کسی دیگر حرکت کرده اند. پس من فکر کردم، باشه، آنها مرا فراموش کرده اند. من در امان هستم.
75_50,T,"All right, then. But then there's this other worry of now we have to see what the grades are right?",ynq,خب، پس. اما بعدش يه نگران ديگه هم هست که حالا بايد ببينيم نمرات درست هستن؟
75_51,P,And I convince myself that I did poorly.,id,و خودم رو متقاعد ميکنم که کارم رو خوب انجام ندادم
75_52,T,So the thought is going through your mind is I'm gonna receive a bad grade.,ynq,پس فکر ميکني که من نمره ي بدي ميگيرم
75_53,P,"Yeah, and that everyone saw me, you know, sweating and all these symptoms that I have everyone is judging me",yna,آره، و همه منو ديدن، ميدوني، عرق ميکردم و همه اين علائم که دارم همه منو قضاوت ميکنن
97_0,T,"Jackie, I joined today. Okay, how about you?",gt,جکی، من امروز پیوستم.خوب، تو چطور؟
97_1,P,"I do well, thanks for asking. ",gt,خوبم، ممنون که پرسيدي.
97_2,T,I understand you've been having some difficulties recently that have brought you into the agency.,id,من درک می کنم که شما اخیراً مشکلاتی داشته اید که شما را به آژانس آورده است.
97_3,P,"Yeah, I'm, I'm recently married. And so my husband and I moved in together. And up until then I I've lived by myself. My whole adult life. So apparently the craziest things have been happening. While I've been sleeping. several, several nights I've woken him up screaming. I'm screaming. Apparently a very vulgar, profane, profane the words and So that's a little alarming to him. And I've even, you know, we've been hitting him in the middle of the night. You know, he's waking up with these huge bruises on his arms. And so yeah, apparently, a behavior in the middle of the night is out of hand.",id,من و شوهرم به تازگی ازدواج کردیم و تا آن زمان تنها زندگی می کردم، در حالی که من خوابیده بودم، چند شب او را با فریاد بیدار کردم، ظاهراً او را با حرف های بی ادبانه و بی ادبانه و بی ادبانه و بی ادبانه و بی ادبانه و بی ادبانه بیدار کردم، و حتی در نیمه شب او را می زدم.
97_4,T,So I can understand why that would be distressing. Have you seen a physician about this?,ynq,پس می توانم درک کنم که چرا این ناراحت کننده است. آیا شما در این مورد با یک پزشک ملاقات کرده اید؟
97_5,P,"Yes. Um, I participated in a sleep study and what they say they rolled out some some other things and thought that maybe it was a behavior, Sleep Disorder. So they have referred me to you, I'm still working with them. Now. They're still running some tests and everything but they thought maybe there are some other stressors or underlying things, so",id,بله، من در یک مطالعه خواب شرکت کردم و آنها می گویند که آنها برخی از چیزهای دیگر را منتشر کردند و فکر کردند که شاید این یک رفتار باشد، اختلال خواب. بنابراین آنها مرا به شما ارجاع داده اند، من هنوز با آنها کار می کنم. حالا. آنها هنوز برخی از آزمایش ها و همه چیز را انجام می دهند اما آنها فکر می کنند که شاید برخی از عوامل استرس یا چیزهای اساسی وجود داشته باشد.
97_6,T,that might be going on. So what would you like from counseling?,irq,پس از مشاوره چه چیزی می خواهید؟
97_7,P,"Colby? Um, well, I'm just little worried that it's going to affect my marriage and that my husband will not be able to deal with that. So I would just really like to figure out how to keep my relationship with Him successful with it. So overcome these issues.",id,"""کولبی: """"من کمی نگران هستم که این موضوع بر ازدواج من تاثیر بگذارد و شوهرم قادر به مقابله با آن نخواهد بود، بنابراین من واقعا می خواهم بفهمم که چگونه رابطه من با او را با موفقیت حفظ کنم."""
97_8,T,"So, after you were yelling things, or you hit him, like you're asleep during this time, when you wake up, what's going through your mind then?",irq,پس بعد از اینکه او را به صدا در آوردید یا به او ضربه زدید، انگار در این مدت خوابیده اید، وقتی از خواب بیدار می شوید، چه چیزی در ذهن شما می گذرد؟
97_9,P,"Usually I wake up and he's like, what are you doing? I was having the worst dream. So those dreams are kind of what he's telling me are aligning. What my behavior is, my dreams are aligning with those. So you know, I don't feel anything. It doesn't feel like I've been anything. I have. I've met a couple times and woken up, but no people do that. So I didn't really think anything of it. But now I'm starting to wonder. Yeah, it's it's a little strange. So Oh, concerning.",id,"""من معمولا از خواب بیدار می شوم و او می گوید: """"چی کار می کنی؟"""" من بدترین رویا را داشتم، پس این رویاها به نوعی همان چیزی است که او به من می گوید، در حال هماهنگی است. رفتار من، رویاهای من با آنها هماهنگ است. بنابراین شما می دانید، من هیچ چیز احساس نمی کنم. این احساس نمی کند که من چیزی بوده ام. من دارم. من چند بار ملاقات کرده ام و بیدار شده ام، اما هیچ کسی این کار را نمی کند. بنابراین من واقعا به آن فکر نمی کنم. اما حالا من شروع به تعجب می کنم. اوه، این کمی عجیب است."""
97_10,T,Sorry. I wonder if you have this disorder before?,irq,ببخشيد، ميخوام بدونم قبلا اين اختلال رو داشتيد؟
97_11,P,"Yeah, I mean, I would, I wouldn't have known. I've lived by myself. But you know, I, before I had fallen out of bed a couple times, and, you know, my sheets and pillows are always everywhere when I wake up, but I didn't really think anything of it. So kind of making the connections now.",id,بله، منظورم این است که من می دانستم، من نمی دانستم. من به تنهایی زندگی کرده ام. اما می دانید، من، قبل از اینکه من چند بار از تخت سقوط کرده بودم، و، می دانید، ملافه ها و بالش های من همیشه در همه جا هستند وقتی از خواب بیدار می شوم، اما من واقعا به هیچ چیز فکر نمی کردم. پس حالا به نوعی ارتباط برقرار می کنم.
97_12,T,"So he's been paying attention to what's going on with your sleep. Does the episode of yelling or moving around, does it happen a certain time limit? Like what happened right after you go to sleep or a while",irq,پس او به آنچه در خواب شما اتفاق می افتد توجه کرده است. آیا قسمت فریاد زدن یا حرکت کردن، یک محدودیت زمانی خاص دارد؟ مانند آنچه درست بعد از خوابیدن یا مدتی اتفاق می افتد
97_13,P,"after you go to sleep? I'm in the middle of the night he has. He said at first he thought I was joking around But, yeah, no, no, I am waking him up, you know. So",id,بعد از اینکه خوابید؟ من وسط شب هستم او دارد. او گفت در ابتدا فکر می کرد من شوخی می کردم اما، آره، نه، نه، من او را بیدار می کنم، می دانید. بنابراین
97_14,T,does that ever happen when you take like a nap for a short nap?,ynq,آیا این اتفاق زمانی می افتد که شما برای یک خواب کوتاه، یک چرت بزنید؟
97_15,P,No.,yna,نه، نه
97_16,T,Not that I know,gc,نه تا اونجايي که من بدونم
97_17,P,"that he's, he's usually around electronic cash snapping he says it hasn't happened and so. Alright.",gc,او معمولا در اطراف پول نقد الکترونیکی است و می گوید که این اتفاق نیفتاده است.
97_18,T,"So only at night when you're sleeping overnight and in the middle of that sleep. All right, would you be okay with sign a release so I can communicate with your question. ",irq,پس فقط در شب وقتی که در خواب هستید و در وسط آن خواب.خوب، آیا شما با امضای یک آزادی موافق هستید تا من بتوانم با سوال شما ارتباط برقرار کنم.
97_19,P,Yeah.,yna,آره، آره
97_20,T,And do you want your husband to be part of the counseling?,ynq,و ميخواي شوهرت هم در اين مشاوره باشه؟
97_21,P,"Yeah, that would probably be helpful for him to kind of get this side of things too.",id,آره، احتمالاً براي اون هم کمک ميکنه که اين طرف چيزها رو بفهمه.
97_22,T,And you'd be okay saying release for him?,ynq,و شما مشکلی ندارید که او را آزاد کنید؟
97_23,P,"Yes, yes.",yna,بله، بله.
97_24,T,So I'll get you scheduled into see a counselor. I appreciate you tell me what's going on. ,gt,پس يه برنامه براي ملاقات با يه مشاور درست مي کنم ازت ممنونم که بهم ميگي چه خبره
97_25,P,It's been it's been helpful. Thank you. Prepare health,gt,این کمک کننده بوده. ممنون. سلامتی را آماده کنید
